strategy,metric,n_pairs,original_mean,original_median,original_sd,corrected_mean,corrected_median,corrected_sd,mean_difference,median_difference,hodges_lehmann_difference,n_improved,n_worsened,n_unchanged,normality_p,test,statistic,p_value,effect_size_name,effect_size,ci_statistic,ci_low,ci_high,ci_level,stratum_column,stratum,family,quantile_cuts,stratification_rule,stratification_type,p_adjusted_bh,significant_fdr,fdr_family,fdr_family_size,fdr_alpha,original_pass,corrected_pass,original_rate,corrected_rate,discordant_gained,discordant_lost,odds_ratio
s3_gap_bridge__gap_1.2mm,Mesh integrity,248,,,,,,,,,,,,,,mcnemar_exact,0.0,0.0625,paired_rate_difference,0.020161290322580627,paired_rate_difference,0.004032258064516129,0.04032258064516129,0.95,stratum_anatomical,high_fragmentation,s3_gap_bridge__gap_1.2mm|stratum_anatomical|Mesh integrity,"[9.0, 12.0]",components <= 2 == low fragmentation,prespecified_anatomical,0.125,False,s3_gap_bridge__gap_1.2mm|stratum_anatomical|Mesh integrity,2,0.05,226.0,231.0,0.9112903225806451,0.9314516129032258,5.0,0.0,inf
s3_gap_bridge__gap_1.2mm,Mesh integrity,2,,,,,,,,,,,,,,mcnemar_exact,0.0,1.0,paired_rate_difference,0.0,paired_rate_difference,0.0,0.0,0.95,stratum_anatomical,low_fragmentation,s3_gap_bridge__gap_1.2mm|stratum_anatomical|Mesh integrity,"[9.0, 12.0]",components <= 2 == low fragmentation,prespecified_anatomical,1.0,False,s3_gap_bridge__gap_1.2mm|stratum_anatomical|Mesh integrity,2,0.05,2.0,2.0,1.0,1.0,0.0,0.0,
s3c_closing__r_0.6mm,Connected components,114,6.807017543859649,7.0,1.913515936340103,5.06140350877193,5.0,1.761360534667711,-1.7456140350877194,-1.0,-1.5,94.0,0.0,20.0,4.349204661881862e-08,wilcoxon_signed_rank,0.0,1.4680317466420737e-17,rank_biserial,-1.0,median_of_differences,-2.0,-1.0,0.95,stratum_quantile,q1_least_fragmented,s3c_closing__r_0.6mm|stratum_quantile|Connected components,"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,4.4040952399262214e-17,True,s3c_closing__r_0.6mm|stratum_quantile|Connected components,3,0.05,,,,,,,
s3c_closing__r_0.6mm,Connected components,60,10.9,11.0,0.8772066606129533,6.966666666666667,7.0,1.6566933235700512,-3.933333333333333,-4.0,-4.0,59.0,0.0,1.0,0.008881396414539434,wilcoxon_signed_rank,0.0,1.7776018565981174e-11,rank_biserial,-1.0,median_of_differences,-4.0,-3.0,0.95,stratum_quantile,q2_middle,s3c_closing__r_0.6mm|stratum_quantile|Connected components,"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,1.7776018565981174e-11,True,s3c_closing__r_0.6mm|stratum_quantile|Connected components,3,0.05,,,,,,,
s3c_closing__r_0.6mm,Connected components,76,17.67105263157895,16.0,6.147927906527504,10.513157894736842,10.0,3.296436140450801,-7.157894736842105,-6.0,-6.5,76.0,0.0,0.0,3.1101760482674723e-07,wilcoxon_signed_rank,0.0,3.1862574575854015e-14,rank_biserial,-1.0,median_of_differences,-7.0,-6.0,0.95,stratum_quantile,q3_most_fragmented,s3c_closing__r_0.6mm|stratum_quantile|Connected components,"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,4.779386186378102e-14,True,s3c_closing__r_0.6mm|stratum_quantile|Connected components,3,0.05,,,,,,,
s3c_closing__r_0.6mm,clDice,114,0.890938956399567,0.8951108967475137,0.04400603647629592,0.8923813065523709,0.8990017938174908,0.04417634091318219,0.0014423501528039494,0.0011981336910051321,0.0012038206952846298,29.0,80.0,5.0,2.8841181981737253e-05,wilcoxon_signed_rank,1375.0,9.332167573667417e-07,rank_biserial,0.5412844036697247,median_of_differences,0.0006777604299664786,0.0014786636052814828,0.95,stratum_quantile,q1_least_fragmented,s3c_closing__r_0.6mm|stratum_quantile|clDice,"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,9.332167573667416e-07,True,s3c_closing__r_0.6mm|stratum_quantile|clDice,3,0.05,,,,,,,
s3c_closing__r_0.6mm,clDice,60,0.8650953922774158,0.8721460818589555,0.046316593871573324,0.8682726978857719,0.8735067374430001,0.046264318771981894,0.003177305608356007,0.0022134279381628152,0.002664689135382342,7.0,53.0,0.0,0.0002901821810977332,wilcoxon_signed_rank,126.0,6.310856184922302e-09,rank_biserial,0.8622950819672132,median_of_differences,0.001868632812483062,0.0030597524299997847,0.95,stratum_quantile,q2_middle,s3c_closing__r_0.6mm|stratum_quantile|clDice,"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,9.466284277383453e-09,True,s3c_closing__r_0.6mm|stratum_quantile|clDice,3,0.05,,,,,,,
s3c_closing__r_0.6mm,clDice,76,0.8408938920346568,0.8513607062659682,0.056822388873835464,0.8449464511123745,0.8539567440172591,0.05705332533210612,0.0040525590777176065,0.0038890318488959963,0.003867605137942237,12.0,63.0,1.0,0.08975657469369269,paired_t,8.42004396694128,1.8920578556965605e-12,cohens_dz,0.9658452829491149,mean_of_differences,0.0031198987603856167,0.00500305588153498,0.95,stratum_quantile,q3_most_fragmented,s3c_closing__r_0.6mm|stratum_quantile|clDice,"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,5.676173567089682e-12,True,s3c_closing__r_0.6mm|stratum_quantile|clDice,3,0.05,,,,,,,
s3c_closing__r_0.6mm,Dice,114,0.8025058377321189,0.8053056225784532,0.039041166394424474,0.8023384999261652,0.8054012274165552,0.039020461049928,-0.000167337805953693,-0.00015180890057586716,-0.0001748874048832505,84.0,30.0,0.0,8.094614743245372e-06,wilcoxon_signed_rank,1481.0,3.7859751064134744e-07,rank_biserial,-0.5481311975591152,median_of_differences,-0.0002590268015738542,-7.521846217578565e-05,0.95,stratum_quantile,q1_least_fragmented,s3c_closing__r_0.6mm|stratum_quantile|Dice,"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,1.1357925319240423e-06,True,s3c_closing__r_0.6mm|stratum_quantile|Dice,3,0.05,,,,,,,
s3c_closing__r_0.6mm,Dice,60,0.7828687315312227,0.798208771338633,0.046561056339133176,0.7827439759050118,0.7979861455242263,0.046542962823282824,-0.0001247556262109095,-0.0001787112112039413,-0.00014013055979233968,42.0,18.0,0.0,0.3939303467707625,paired_t,-2.334592031531747,0.02298798136855249,cohens_dz,-0.30139453527703325,mean_of_differences,-0.00022685555422375213,-2.376978962339989e-05,0.95,stratum_quantile,q2_middle,s3c_closing__r_0.6mm|stratum_quantile|Dice,"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,0.03448197205282874,True,s3c_closing__r_0.6mm|stratum_quantile|Dice,3,0.05,,,,,,,
s3c_closing__r_0.6mm,Dice,76,0.76948385231857,0.7740530467315896,0.04871005464995994,0.7696399870011256,0.773981359292825,0.048654265557172234,0.00015613468255562535,0.00014389065365344456,0.00012018190528906292,31.0,45.0,0.0,0.0012555927472655479,wilcoxon_signed_rank,1055.0,0.03465559364382122,rank_biserial,0.278879015721121,median_of_differences,-3.366470697585555e-05,0.00023755744761377873,0.95,stratum_quantile,q3_most_fragmented,s3c_closing__r_0.6mm|stratum_quantile|Dice,"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,0.03465559364382122,True,s3c_closing__r_0.6mm|stratum_quantile|Dice,3,0.05,,,,,,,
s3c_closing__r_0.6mm,HD95 (mm),114,5.687312974912621,4.326461667265145,4.52644710628629,5.70278835962666,4.368066107139657,4.387684963527712,0.015475384714038153,0.0,0.0,33.0,26.0,55.0,3.567630171357186e-21,wilcoxon_signed_rank,882.0,0.9819343033826566,rank_biserial,0.003389830508474576,median_of_differences,0.0,0.0,0.95,stratum_quantile,q1_least_fragmented,s3c_closing__r_0.6mm|stratum_quantile|HD95 (mm),"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,0.9819343033826566,False,s3c_closing__r_0.6mm|stratum_quantile|HD95 (mm),3,0.05,,,,,,,
s3c_closing__r_0.6mm,HD95 (mm),60,7.839011762261356,6.198222084995086,5.564886304586196,7.964218697615316,6.319081628803204,5.5548872793070325,0.12520693535395952,0.0,0.013156260079630222,25.0,26.0,9.0,9.636600868417337e-11,wilcoxon_signed_rank,561.0,0.33902493755245044,rank_biserial,0.15384615384615385,median_of_differences,-0.02567767363775353,0.019590706364986943,0.95,stratum_quantile,q2_middle,s3c_closing__r_0.6mm|stratum_quantile|HD95 (mm),"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,0.5085374063286756,False,s3c_closing__r_0.6mm|stratum_quantile|HD95 (mm),3,0.05,,,,,,,
s3c_closing__r_0.6mm,HD95 (mm),76,10.162915959447183,7.776027840822456,8.275651855588686,10.158947391810667,7.685978651441145,8.095181261766166,-0.003968567636515511,-0.0321734760273813,-0.02462115648855101,44.0,29.0,3.0,4.1034053132924433e-10,wilcoxon_signed_rank,1150.0,0.2703477566835292,rank_biserial,-0.14846353202517587,median_of_differences,-0.058120290669805286,2.742272312024126e-05,0.95,stratum_quantile,q3_most_fragmented,s3c_closing__r_0.6mm|stratum_quantile|HD95 (mm),"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,0.5085374063286756,False,s3c_closing__r_0.6mm|stratum_quantile|HD95 (mm),3,0.05,,,,,,,
s3c_closing__r_0.6mm,Mesh integrity,114,,,,,,,,,,,,,,mcnemar_exact,2.0,0.453125,paired_rate_difference,0.02631578947368418,paired_rate_difference,-0.017543859649122806,0.07017543859649122,0.95,stratum_quantile,q1_least_fragmented,s3c_closing__r_0.6mm|stratum_quantile|Mesh integrity,"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,0.625,False,s3c_closing__r_0.6mm|stratum_quantile|Mesh integrity,3,0.05,109.0,112.0,0.956140350877193,0.9824561403508771,5.0,2.0,2.5
s3c_closing__r_0.6mm,Mesh integrity,60,,,,,,,,,,,,,,mcnemar_exact,1.0,0.625,paired_rate_difference,-0.033333333333333326,paired_rate_difference,-0.1,0.03333333333333333,0.95,stratum_quantile,q2_middle,s3c_closing__r_0.6mm|stratum_quantile|Mesh integrity,"[9.0, 12.0]","tertiles of original component count at q=[0.3333, 0.6667]",prespecified_quantile,0.625,False,s3c_closing__r_0.6mm|stratum_quantile|Mesh integrity,3,0.05,59.0,57.0,0.9833333333333333,0.95,1.0,3.0,0.3333333333333333
